정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
내3리마을회관,44156,8,6,8,6,0,0
내4리마을회관,44104,14,48,13,48,1,2
내4리마을회관,44157,21,8,20,8,1,0
내5리마을회관,44128,5,2,5,2,0,0
내5리마을회관,44158,1,2,1,2,0,0
내7리마을회관,44118,4,3,2,3,2,0
내7리마을회관,44159,9,7,7,7,2,0
내가면사무소(맞은편),43906,47,25,47,25,0,2
내가면사무소(사무소),43907,17,105,16,105,1,3
내가시장,43392,161,232,155,232,6,12
내가시장,43484,357,131,339,131,18,15
내가초등학교,43368,89,14,84,14,5,3
내가초등학교,43554,14,108,13,108,1,3
내건너,90167,41,41,41,41,0,2
내건너,90168,21,9,21,9,0,0
내동교회,44114,14,23,11,23,3,1
내동교회,44206,1,8,1,8,0,0
내동삼거리,44111,5,7,5,7,0,0
내리고개넘어,44102,3,0,3,0,0,0
내리교회,43395,18,9,18,9,0,0
내리교회,43543,25,47,24,47,1,2
내리쉼터,43968,1,7,1,7,0,0
내리쉼터,43972,14,1,14,1,0,0
내리어촌계사무실,44135,0,14,0,14,0,0
내리어촌계사무실,44204,1,0,1,0,0,0
내리주유소.한국화장품삼거리,57016,1367,1627,1367,1627,0,96
내리주유소.한국화장품삼거리,57018,2088,2069,2086,2069,2,134
내촌,43343,66,60,64,60,2,4
내촌,43581,60,21,60,21,0,2
내촌입구,90394,1,96,1,96,0,3
내촌입구,90395,11,19,11,19,0,0
너출(드무리입구),44086,0,1,0,1,0,0
너출(드무리입구),44161,3,0,3,0,0,0
넘말,43140,2,0,2,0,0,0
넘말,43438,0,9,0,9,0,0
넙디,35574,1944,8086,1944,8086,0,323
넙디,35575,10544,1553,10544,1553,0,390
넙디마을입구,35389,122,98,122,98,0,7
노가리해변,44105,0,1,0,1,0,0
노가리해변,44162,1,0,1,0,0,0
노랑새고개,43273,99,23,94,23,5,3
노랑새고개,43570,27,84,26,84,1,3
노인복지관,92072,543,919,535,919,8,47
노인복지관,92073,211,3203,211,3203,0,110
노인복지회관,37599,151,759,151,759,0,29
녹청자박물관,42668,2637,387,2637,387,0,97
녹청자박물관,42669,196,1871,196,1871,0,66
논고개길,39687,2176,2346,2158,2346,18,145
논고개길,39819,2052,2057,2049,2057,3,132
논고개길사거리,39870,298,5,292,5,6,9
논골,35318,26,11,26,11,0,1
논골,35394,24,16,24,16,0,1
논골,44098,0,4,0,4,0,0
논골,44163,2,13,2,13,0,0
논골경로당 입구,35770,4,4,3,4,1,0
논골경로당 입구,35771,0,16,0,16,0,0
논현10단지별빛마을웰카운티A정문,39121,5795,2737,5794,2737,1,275
논현10단지별빛마을웰카운티A후문,39599,983,1637,983,1637,0,84
논현11단지단풍마을,39616,436,201,436,201,0,20
논현11단지단풍마을A정문,39582,3750,5504,3748,5504,2,298
논현12단지산뒤마을,39609,5432,12404,5422,12404,10,575
논현13단지푸르네마을,39611,4036,7057,4029,7057,7,357
논현13단지푸르네마을,39617,4397,2284,4397,2284,0,215
논현13단지푸르네마을,39618,1858,2546,1858,2546,0,142
논현14단지등대마을,39610,10075,1531,10028,1531,47,374
논현14단지등대마을휴먼시아아파트,39612,9412,4176,9375,4176,37,438
논현1동행정복지센터,39598,1621,868,1620,868,1,80
논현2단지범마을,39625,2784,10543,2782,10543,2,429
논현2동행정복지센터,39571,1356,205,1356,205,0,50
논현2동행정복지센터,39572,195,1005,195,1005,0,38
논현2동행정복지센터,39636,1329,3096,1329,3096,0,142
논현2동행정복지센터,39697,2817,1358,2817,1358,0,134
논현3단지하늘마을301동,39631,108,3190,108,3190,0,106
논현3단지하늘마을302동,39624,16962,5531,16940,5531,22,725
논현3단지하늘마을305동,39626,2165,4775,2165,4775,0,223
논현3단지하늘마을305동,39627,3887,2393,3887,2393,0,202
논현5단지달맞이마을,39079,9641,3569,9629,3569,12,426
논현6단지어진마을한화꿈에그린A정문,39078,4359,7080,4348,7080,11,369
논현8단지동산마을,39104,5000,2026,5000,2026,0,226
논현8단지동산마을,39569,417,831,417,831,0,40
논현8단지동산마을,39570,433,497,433,497,0,30
논현9단지냇마을신영지웰A,39101,2329,4069,2329,4069,0,206
논현9단지냇마을신영지웰A,39602,430,177,430,177,0,19
논현9단지냇마을신영지웰A,39603,30,670,28,670,2,22
논현9단지냇마을신영지웰A정문,39600,2409,1089,2397,1089,12,112
논현고잔동행정복지센터,39707,8470,13374,8463,13374,7,704
논현동힐스테이트,39708,20423,10560,20394,10560,29,999
논현사거리,39504,5106,4355,5088,4355,18,305
논현사거리,39505,4350,4390,4346,4390,4,281
논현센트럴뷰·에코메트로5단지,39693,732,1042,732,1042,0,57
논현신일해피트리아파트,39088,2429,7676,2426,7676,3,325
논현신일해피트리아파트,39089,7334,2851,7329,2851,5,328
논현역,32007,130,2979,130,2979,0,100
논현역,32008,3955,62,3955,62,0,129
논현유승한내들,39839,1540,2929,1540,2929,0,144
논현유승한내들,39923,3344,1141,3343,1141,1,144
논현주공1단지,39112,13928,6945,13926,6945,2,673
논현주공2단지,39106,12057,12419,12052,12419,5,789
논현주공아파트(인천금융고),39096,12889,10829,12885,10829,4,765
논현주공아파트(인천금융고),39098,15499,13320,15493,13320,6,929
논현중앙공원·남동논현도서관,39604,403,2032,400,2032,3,78
논현중학교,39573,1110,145,1110,145,0,40
논현중학교,39574,50,597,50,597,0,20
논현초등학교,39601,707,2151,705,2151,2,92
논현포대근린공원,92056,69,49,69,49,0,3
논현푸르지오.유호엔시티,39822,2135,113,2128,113,7,72
논현화훼단지,39830,139,1209,139,1209,0,43
논현화훼단지,39831,203,685,203,685,0,28
농기계은행앞,90036,0,23,0,23,0,0
농기계은행앞,90037,20,0,20,0,0,0
농도원,43178,45,99,45,99,0,4
농도원,43355,137,22,133,22,4,5
농막골,90189,5,1,5,1,0,0
농막골,90190,11,5,0,5,11,0
농산물시장,40688,3094,967,3092,967,2,131
농어바위캠핑장,44140,6,1,4,1,2,0
농어바위캠핑장,44164,21,18,21,18,0,1
농어촌공사앞,43268,119,15,118,15,1,4
농어촌공사앞,43489,20,103,18,103,2,3
농업기술센터,43357,180,121,166,121,14,9
농업기술센터,43573,53,200,50,200,3,8
농장주유소,39472,305,1041,305,1041,0,43
농장주유소,39508,226,718,226,718,0,30
농협로타리,40244,1413,2815,1413,2815,0,136
농협로타리,40248,1977,1472,1977,1472,0,111
농협로타리,40251,1493,2435,1493,2435,0,126
농협로타리,40751,4593,2938,4578,2938,15,242
농협하나로마트,44117,1,0,1,0,0,0
농협하나로마트,44165,0,6,0,6,0,0
높은마을입구,35685,27,48,27,48,0,2
높은마을입구,35693,51,67,51,67,0,3
누촌,43238,64,177,62,177,2,7
누촌,43360,162,44,157,44,5,6
뉴그린아트빌,40875,1258,786,1258,786,0,65
뉴그린아트빌,40876,193,1417,192,1417,1,51
뉴서울1차아파트,40275,13739,7228,13517,7228,222,676
뉴서울3차아파트,41026,1953,4163,1953,4163,0,197
뉴서울3차아파트,41029,8850,1367,8829,1367,21,329
뉴서울3차아파트,41032,1397,5367,1365,5367,32,218
뉴서울6차아파트,41632,1728,391,1721,391,7,68
뉴서울6차아파트,41635,415,1794,415,1794,0,71
뉴서울아파트,38303,1681,1458,1676,1458,5,101
뉴서울아파트,39234,8371,149,8333,149,38,274
뉴서울아파트,39235,196,4513,193,4513,3,151
뉴서울아파트,40505,2215,1025,2169,1025,46,104
뉴서울아파트,40514,574,623,570,623,4,38
뉴서울아파트,40526,1987,4092,1984,4092,3,196
뉴서울아파트,41153,7080,7119,7080,7119,0,458
뉴서울아파트,89071,9107,22165,9069,22165,38,1008
느티나무,43182,19,71,19,71,0,2
느티나무,43232,79,18,76,18,3,3
늘목,35414,165,402,165,402,0,18
늘목,35415,417,96,416,96,1,16
늘목마을입구,35529,15,51,15,51,0,2
늘목마을입구,35725,33,7,33,7,0,1
늘목마을입구삼거리,35889,1,16,1,16,0,0
늘푸른벽산.서강2차,70021,16,2366,16,2366,0,76
능곡마을회관,43553,58,13,55,13,3,2
능곡마을회관,43649,7,44,7,44,0,1
능미,43921,67,7,67,7,0,2
능미,43922,9,59,9,59,0,2
능안,43276,72,89,70,89,2,5
능안,43571,50,59,50,59,0,3
능촌삼거리,90370,0,12,0,12,0,0
능촌입구,43560,13,0,13,0,0,0
능촌입구,43854,0,21,0,21,0,0
능허대공원,38567,635,907,635,907,0,49
능허대공원,38777,138,196,101,196,37,10
다남동소촌마을입구,41329,788,21,782,21,6,26
다남동소촌마을입구,41330,12,937,12,937,0,30
다남동역골입구,41333,2,267,2,267,0,8
다남동역골입구,41334,177,10,175,10,2,6
다남성결교회,41664,64,83,64,83,0,4
다남성결교회,41665,2,164,2,164,0,5
다남식당,41477,1848,16578,1841,16578,7,594
다남식당,41478,715,3285,712,3285,3,129
다리목,43717,8,9,7,9,1,0
다리목,43845,8,13,7,13,1,0
다사랑마을입구,35887,50,8,50,8,0,1
다사랑마을입구,35888,15,42,15,42,0,1
다우리농장,44083,9,0,3,0,6,0
다우리농장,44166,0,1,0,1,0,0
다운,43605,68,76,64,76,4,4
다운,43822,97,50,97,50,0,4
다운1리,43582,20,92,19,92,1,3
다운1리,43821,44,11,40,11,4,1
다운마을,43398,6,80,6,80,0,2
다운마을,43824,77,0,76,0,1,2
다임메가타운,40870,31,550,31,550,0,18
단봉초등학교,42380,4019,722,4012,722,7,152
단봉초등학교,42382,852,3546,846,3546,6,141
달빛축제공원,38620,98,100,98,100,0,6
달빛축제공원,38621,124,867,124,867,0,31
달빛축제공원대공연장,38733,220,741,220,741,0,31
달빛축제공원대공연장,38734,1120,411,1120,411,0,49
담방로사거리,39275,12643,4301,12588,4301,55,546
담방아파트,39226,598,89,595,89,3,22
당곡고개,80048,122,805,122,805,0,29
당곡고개,80049,765,75,765,75,0,27
당미마을,41552,4040,5857,4039,5857,1,319
당미마을,41553,4104,3427,4090,3427,14,242
당산리,43450,2,140,2,140,0,4
당산리,43700,139,3,139,3,0,4
당산리검문소,43699,127,6,122,6,5,4
당산리검문소,43752,4,127,3,127,1,4
당산종점,43669,2,21,2,21,0,0
당산종점,43725,33,2,33,2,0,1
당산초등학교,41418,5041,2944,5021,2944,20,257
당산초등학교,41419,1826,2338,1818,2338,8,134
당산초등학교아래사거리,41644,33,122,33,122,0,5
당산초등학교아래사거리,41645,430,206,430,206,0,20
당하금호어울림1차,42435,120,210,120,210,0,10
당하농원,42390,1,9,1,9,0,0
당하대주파크빌,42392,2435,2049,2428,2049,7,144
당하동탑스빌아파트,42639,4589,3379,4585,3379,4,257
당하동행정복지센터,42886,11202,5875,11158,5875,44,550
당하마트,42618,8,43,8,43,0,1
당하마트,42619,5,66,5,66,0,2
당하메디칼,42402,1704,2173,1694,2173,10,125
당하초등학교,42396,1624,930,1620,930,4,82
당하초등학교,42399,1178,1375,1175,1375,3,82
당하탑스빌아파트,42393,2569,2599,2567,2599,2,166
당하푸르지오,42403,1225,819,1219,819,6,65
당하푸르지오,42502,713,4014,712,4014,1,152
당하풍림아파트,42405,1583,11271,1583,11271,0,414
대경화성,39789,1265,860,1265,860,0,68
대경화성,39790,1239,1755,1239,1755,0,96
대곶사거리,80008,1419,6153,1414,6153,5,244
대곶사거리,80009,7494,1502,7476,1502,18,290
대기이에스티,39013,138,351,138,351,0,15
대덕강업앞,42759,26,540,26,540,0,18
대동1차후문(종점),40553,385,681,385,681,0,34
대동도어(주),39983,427,22,427,22,0,14
대동도어(주),39984,8,727,8,727,0,23
대동아파트,37042,7454,2249,7446,2249,8,313
대동아파트,37504,4247,6861,4240,6861,7,358
대동아파트,38128,6589,11466,6568,11466,21,582
대동아파트,38345,5380,5776,5345,5776,35,359
대동아파트,39256,334,4991,327,4991,7,171
대동아파트,39473,3646,203,3611,203,35,124
대동아파트,39474,91,6766,81,6766,10,221
대동아파트,40491,634,252,629,252,5,28
대동아파트,40569,8017,3255,8010,3255,7,363
대동아파트,41172,2447,633,2445,633,2,99
대동아파트,41173,21,1390,18,1390,3,45
대동아파트,42304,2413,3996,2397,3996,16,206
대동아파트,42306,2927,1819,2922,1819,5,153
대동아파트정문앞,40277,1348,1018,1342,1018,6,76
대동아파트후문,41137,2257,4090,2249,4090,8,204
대동월드,38116,5187,2902,5184,2902,3,260
대동특수철강,39049,116,1150,116,1150,0,40
대룡2리마을회관앞,90026,2,44,0,44,2,1
대룡2리마을회관앞,90027,73,2,72,2,1,2
대룡시장,90020,327,1146,323,1146,4,47
대룡시장,90021,1176,309,1143,309,33,47
대륭맨숀,40242,9547,5933,9508,5933,39,499
대륭맨숀,40247,10208,10498,10178,10498,30,667
대림3차아파트301동앞,38681,303,24,303,24,0,10
대림3차아파트301동앞,38684,37,791,37,791,0,26
대림아파트,37053,11936,4436,11929,4436,7,528
대림아파트,37054,3192,8067,3191,8067,1,363
대림아파트,38257,5705,1389,5705,1389,0,228
대림아파트,40382,3756,11677,3720,11677,36,497
대림아파트,42609,1771,1469,1757,1469,14,104
대림아파트,42610,145,2074,145,2074,0,71
대림아파트후문,40397,2081,1565,2053,1565,28,117
대명아파트,37537,2328,6362,2328,6362,0,280
대명초교,80002,1833,105,1825,105,8,62
대명초교,80003,248,1628,247,1628,1,60
대문리고개입구,43546,495,373,484,373,11,28
대문목재,89206,97,42,97,42,0,4
대문목재,89207,189,14,189,14,0,6
대문촌마을,90058,28,6,28,6,0,1
대문촌마을,90059,0,5,0,5,0,0
대박주유소,36091,2356,2561,2354,2561,2,158
대부고교차로,18388,2,4,2,4,0,0
대부관광호텔,62040,212,48,212,48,0,8
대부도서관,18389,3,36,3,36,0,1
대부도서관,18391,13,16,13,16,0,0
대부동행정복지센터,62011,306,1268,273,1268,33,50
대부동행정복지센터,62012,1160,221,1147,221,13,44
대부중고등학교,62027,261,38,256,38,5,9
대부중고등학교,62028,49,275,49,275,0,10
대부파출소앞,62036,7,113,7,113,0,3
대부파출소앞,62042,75,6,75,6,0,2
대사마을,43947,10,228,10,228,0,7
대사마을,43948,206,9,201,9,5,6
대산-기점,90259,2279,2186,2230,2186,49,144
대상스틸,89007,61,536,60,536,1,19
대성베르힐아파트(가정성당),89240,1526,3031,1521,3031,5,147
대성베르힐아파트(가정성당),89241,5683,2107,5670,2107,13,251
대성유니드아파트,40674,978,4257,978,4257,0,168
대성유니드아파트,40675,2306,424,2306,424,0,88
대신아파트,41406,6118,1888,6111,1888,7,258
대신철강,42859,13,1136,13,1136,0,37
대야초교.ABC학습타운입구,70017,371,1575,359,1575,12,62
대야초교.ABC학습타운입구,70020,1735,513,1725,513,10,72
대양자동차학원,35073,11,2158,10,2158,1,69
대우삼환아파트,38078,6126,4217,6117,4217,9,333
대우삼환아파트,38591,1393,3352,1390,3352,3,153
대우실업,41485,8,28,8,28,0,1
대우실업,41505,21,1,21,1,0,0
대우아파트,38206,4568,4009,4553,4009,15,276
대우아파트,38208,3875,3150,3863,3150,12,226
대우아파트,40321,192,411,192,411,0,19
대우아파트,40340,959,581,934,581,25,49
대우일렉트로닉스,37462,91,1805,91,1805,0,61
대우일렉트로닉스,37463,1040,658,1037,658,3,54
대우자동차운전학원,42262,401,300,401,300,0,22
대우자동차운전학원,42263,170,522,170,522,0,22
대우재아파트,39702,7,400,5,400,2,13
대우재아파트,39703,438,393,437,393,1,26
대우푸르지오,42407,27370,3666,27331,3666,39,1001
대우푸르지오,42842,1039,3540,1035,3540,4,147
대우푸르지오복합상가,39605,2846,1797,2812,1797,34,149
대우하나아파트,89073,17206,10820,17176,10820,30,904
대우하나아파트,89074,9105,11166,9085,11166,20,653
대웅실업앞,92003,57,339,57,339,0,12
대원정밀,39475,419,829,419,829,0,40
대월초등학교,90094,0,4,0,4,0,0
대월초등학교,90095,9,0,9,0,0,0
대은교회,42143,5182,8744,5153,8744,29,449
대인고등학교,42344,2418,2539,2413,2539,5,159
대인고등학교,42345,3423,1793,3406,1793,17,168
대인고등학교,89490,164,821,164,821,0,31
대일엠앤쿡,39059,884,1782,884,1782,0,86
대장간마을,43703,240,114,227,114,13,11
대정,90117,5,53,4,53,1,1
대정,90118,52,4,51,4,1,1
대주아파트,42469,2006,10887,2006,10887,0,415
대주파크빌,42466,5830,1458,5830,1458,0,235
대진아파트,40415,2738,2519,2721,2519,17,169
대촌,43393,61,68,60,68,1,4
대촌,43545,38,27,37,27,1,2
대촌마을,41663,7,2,7,2,0,0
대토단지앞,39813,982,8,982,8,0,31
대한솔루션알앤디센터,39557,31,313,31,313,0,11
대한제당,35169,1178,39,1176,39,2,39
대한제당,35220,4,1437,4,1437,0,46
대현목재,89205,146,31,146,31,0,5
대화초등학교,37397,6315,2295,6314,2295,1,277
대화초등학교,37399,2557,4724,2557,4724,0,234
대흥,43194,22,276,22,276,0,9
대흥,43591,312,21,302,21,10,10
대흥식당,35688,60,15,59,15,1,2
대흥식당,35689,31,59,31,59,0,2
더리미경로당,43363,20,6,18,6,2,0
더리미경로당,43731,19,31,19,31,0,1
더리미미술관,43961,59,11,50,11,9,2
더리미미술관,43962,3,12,3,12,0,0
더리미장어마을,43680,2,37,2,37,0,1
더리미장어마을,43864,6,4,6,4,0,0
더샵그린스퀘어105동,92021,1659,161,1659,161,0,58
더샵그린스퀘어107동,92022,152,2396,152,2396,0,82
더샵그린애비뉴,38486,8279,8299,8279,8299,0,534
더샵그린애비뉴,38510,803,18,803,18,0,26
더샵그린워크1단지,38495,5622,2563,5595,2563,27,264
더샵부평센트럴시티(101동),40061,1894,2690,1885,2690,9,147
더샵부평센트럴시티(101동),40065,2704,1262,2683,1262,21,127
더샵부평센트럴시티(127동),40050,9890,15388,9848,15388,42,815
더샵센트럴시티204동,92020,39,1776,38,1776,1,58
더샵센트럴시티205동,92019,4702,2811,4698,2811,4,242
더샵송도마리나베이,38765,13,1174,13,1174,0,38
더샵송도마리나베이,38766,834,9,834,9,0,27
더샵송도프라임뷰20단지,38561,1399,4371,1376,4371,23,186
더샵엑스포빌리지,38480,7602,3128,7601,3128,1,346
더샵퍼스트파크13단지,38601,1202,212,1174,212,28,45
더샵퍼스트파크13단지,38602,119,695,119,695,0,26
더샵하버뷰,38485,11295,6906,11295,6906,0,587
더샵하버뷰,38487,3108,1809,3097,1809,11,158
더샵하버뷰(D13),38453,1357,832,1354,832,3,70
더샵하버뷰(D13),38466,1053,1742,1053,1742,0,90
더샵하버뷰(D14),38454,942,584,938,584,4,49
더샵하버뷰14단지,38504,1256,1420,1256,1420,0,86
더월드스테이트2단지,37657,952,510,932,510,20,47
더월드스테이트후문,37422,65,778,64,778,1,27
더포레스트아파트,39876,8684,1729,8680,1729,4,335
더포레스트아파트,39877,4980,8277,4979,8277,1,427
더프라우,38410,9499,23400,9499,23400,0,1061
더필립요양병원,40461,1853,4216,1853,4216,0,195
덕고개삼거리,43723,87,56,86,56,1,4
덕고개삼거리,43750,7,53,7,53,0,1
덕골,43397,25,0,25,0,0,0
덕골,43399,10,20,10,20,0,0
덕교3거리,35012,137,41,135,41,2,5
덕교동,35003,782,135,778,135,4,29
덕교동,35005,138,1351,138,1351,0,48
덕교동,35259,1326,298,1326,298,0,52
덕교삼거리,35214,38,180,38,180,0,7
덕신고등학교(강화읍교회),90228,29,141,24,141,5,5
덕신고등학교(강화읍교회),90229,136,121,135,121,1,8
덕유마을.설악마을,11187,2881,1458,2881,1458,0,139
덕유마을.설악마을,55073,1445,652,1445,652,0,67
덕음,43657,12,5,12,5,0,0
덕응,43983,14,25,14,25,0,1
덕응,43986,13,10,11,10,2,0
덕정가든,43173,0,22,0,22,0,0
덕정가든,43296,30,0,30,0,0,0
덕진사거리,43870,48,23,47,23,1,2
덕진사거리,90310,21,10,21,10,0,1
덕진진,43637,10,57,10,57,0,2
덕진진,43672,53,2,53,2,0,1
덕창기계,39723,184,56,184,56,0,7
덕포리,43006,346,196,342,196,4,17
덕포리,43100,153,289,141,289,12,14
덕하교앞,43449,7,19,7,19,0,0
덕하교앞,43727,7,33,7,33,0,1
덕화2리,43468,39,14,36,14,3,1
덕화2리,43730,8,19,7,19,1,0
덕화2리마을회관,43923,26,7,26,7,0,1
덕화2리마을회관,43924,7,18,7,18,0,0
덕화3리마을회관,43609,130,92,130,92,0,7
덕화3리입구,43469,3,6,3,6,0,0
덕화3리입구,43729,41,37,41,37,0,2
덕화교회앞,90398,0,28,0,28,0,0
덕화교회앞,90399,11,3,11,3,0,0
도간마을,43612,38,0,38,0,0,1
도간마을,43664,0,28,0,28,0,0
도감말,43733,12,4,12,4,0,0
도감말,43754,10,5,9,5,1,0
도곡한신아파트,23504,56,42,56,42,0,3
도담공원.푸르지오더베뉴,89397,4740,1640,4740,1640,0,205
도담공원.푸르지오더베뉴,89398,2827,4178,2827,4178,0,225
도담공원·인천이음중학교(서측),89482,1674,1753,1674,1753,0,110
도두리마을,41565,15856,1829,15856,1829,0,570
도두리마을,41566,2425,12023,2425,12023,0,466
도림고등학교,92066,182,231,182,231,0,13
도림동고개,39160,1091,616,1088,616,3,55
도림동고개,39161,619,1441,616,1441,3,66
도림동입구,39140,7655,1808,7648,1808,7,305
도림동입구,39141,20,1977,18,1977,2,64
도림아이파크아파트,39155,7299,3774,7279,3774,20,357
도림육교,39154,3175,6231,3165,6231,10,303
도림주공1단지,39152,15022,12054,14985,12054,37,873
도림주공1단지,39153,13969,11035,13944,11035,25,806
도림주공208동,39142,6913,3121,6896,3121,17,323
도림주공208동,39143,4616,7131,4611,7131,5,378
도림주공2단지,39146,4483,3962,4467,3962,16,272
도림주공2단지,39149,3439,2426,3436,2426,3,189
도림주철관1공장,89307,330,658,330,658,0,31
도림주철관공업(주),42293,3642,1129,3634,1129,8,153
도림포도원,39150,288,3507,283,3507,5,122
도림포도원,39151,381,365,381,365,0,24
도원고개(도원역),36001,4070,2617,4042,2617,28,215
도원고개(동구청방향),36170,19,31,19,31,0,1
도원동행정복지센터,35180,2601,2731,2592,2731,9,172
도원동행정복지센터,36128,62,256,62,256,0,10
도원동행정복지센터(앞),35788,148,168,148,168,0,10
도원동행정복지센터(앞),35798,216,113,216,113,0,10
도원역(인천축구전용경기장),35176,7200,4651,7126,4651,74,382
도원역(인천축구전용경기장),37549,1459,3312,1443,3312,16,153
도장골삼거리,44122,3,4,3,4,0,0
도장재마을,43167,14,2,13,2,1,0
도장재마을,43225,1,26,1,26,0,0
도화1동행정복지센터,37340,11468,10053,11413,10053,55,694
도화IC,37356,24752,19918,24717,19918,35,1440
도화e편한세상604동,37578,540,70,532,70,8,19
도화e편한세상아파트,37612,243,1615,243,1615,0,59
도화e편한세상아파트,37613,4324,1874,4319,1874,5,199
도화e편한세상아파트5단지,37624,3243,1012,3243,1012,0,137
도화e편한세상아파트6단지,37626,2061,3691,2060,3691,1,185
도화동신협(구박문여고),36003,10667,4458,10662,4458,5,487
도화동신협(구박문여고),37499,5216,8011,5204,8011,12,426
도화사거리.도화역,37390,912,669,912,669,0,51
도화사거리.도화역,37392,325,1131,325,1131,0,46
도화사거리·더샵인천스카이타워,37673,6589,3516,6581,3516,8,325
도화사거리·더샵인천스카이타워,37674,2274,6436,2266,6436,8,280
도화서희스타힐스,37625,1095,2389,1095,2389,0,112
도화역,37629,6457,7061,6457,7061,0,436
도화초등학교.수봉도서관,37366,7200,6399,7181,6399,19,438
도화초등학교.수봉도서관,37367,12152,12077,12100,12077,52,781
독골사거리,42175,3074,1322,3074,1322,0,141
독배로317번길(삼거리),37634,8653,1330,8653,1330,0,322
독장골,43351,7,19,7,19,0,0
독장골,43846,7,1,6,1,1,0
독정역(서구동구예비군훈련장),42377,4645,4060,4629,4060,16,280
독정역(서구동구예비군훈련장),42378,9107,6256,9098,6256,9,495
독정이고개,37234,29110,20469,28993,20469,117,1599
독정이고개,37238,19588,26796,19498,26796,90,1496
돈대마을,43925,22,5,20,5,2,0
돈대마을,43926,11,18,11,18,0,0
돈대모루,43422,13,11,13,11,0,0
돈대모루,43447,6,6,5,6,1,0
돌고래펜션,44127,1,0,1,0,0,0
돌고래펜션,44168,0,1,0,1,0,0
돌머루(대산종점),43707,90,53,87,53,3,4
돌산밑,35320,114,31,114,31,0,4
돌산밑,35396,18,165,16,165,2,5
돌성,43364,45,241,42,241,3,9
돌성,43587,264,68,261,68,3,10
돌팍재삼거리,35273,632,752,631,752,1,44
돌팍재삼거리,35277,880,649,875,649,5,49
돌팍재한뿌리,35304,206,249,206,249,0,14
돌팍재한뿌리,35315,151,287,151,287,0,14
동강리,35245,97,67,97,67,0,5
동강리,35246,57,75,52,75,5,4
동강리,35317,16,59,15,59,1,2
동강리,35393,113,38,112,38,1,4
동검도삼거리,43223,0,26,0,26,0,0
동검도삼거리,43642,57,0,52,0,5,1
동검리마을회관입구,90069,0,9,0,9,0,0
동검리마을회관입구,90070,11,0,11,0,0,0
동검리입구,43856,5,26,5,26,0,1
동검리입구,43877,35,11,35,11,0,1
동검리종점,43889,39,22,39,22,0,1
동검상회,43226,2,0,1,0,1,0
동광리어,41083,1146,470,1146,470,0,52
동광리어,41084,642,2086,642,2086,0,88
동광제일교회,40411,446,476,446,476,0,29
동교동삼거리,22012,6322,63,6322,63,0,205
동교동삼거리,23033,183,4579,183,4579,0,153
동구선거관리위원회,36110,3349,9255,3322,9255,27,406
동구청,36011,656,626,656,626,0,41
동구청소년수련관.달동네박물관,36026,16431,13782,16292,13782,139,974
동국제강,36068,1933,3554,1913,3554,20,177
동국제강,36074,356,213,340,213,16,18
동국제강후문,36069,129,696,127,696,2,26
동국제강후문,36070,930,108,928,108,2,33
동남스포피아,38226,9928,7210,9906,7210,22,552
동남스포피아,38227,10398,8694,10350,8694,48,615
동남아파트,38267,1074,6145,1074,6145,0,232
동남아파트,38268,2797,1136,2797,1136,0,126
동남아파트,70039,542,594,538,594,4,36
동남아파트(무지개아파트),38337,1334,3853,994,3853,340,167
동녘개,90147,0,11,0,11,0,0
동녘개,90148,29,11,29,11,0,1
동녘마을입구,39660,39,705,39,705,0,24
동들머리,43705,12,7,12,7,0,0
동들머리,43885,14,47,14,47,0,1
동막교회,43499,6,36,6,36,0,1
동막교회,43514,32,4,30,4,2,1
동막역(1번출구),38039,37273,53212,37233,53212,40,2918
동막역(3번출구),38433,50386,28687,50354,28687,32,2550
동막역(4번출구),38338,9598,991,9595,991,3,341
동막초등학교,38054,937,3593,935,3593,2,146
동막해변,43408,61,112,61,112,0,5
동막해변,43511,149,46,149,46,0,6
동문아파트,42436,14083,13300,14067,13300,16,883
동방중학교,92038,270,318,270,318,0,18
동방초등학교,92037,19,148,19,148,0,5
동보2차아파트,41053,35,600,33,600,2,20
동보2차아파트,41059,879,99,869,99,10,31
동보노빌리티,35488,3370,3146,3370,3146,0,210
동보노빌리티,35489,3341,2711,3341,2711,0,195
동보아파트,39125,2697,5558,2697,5558,0,266
동보아파트,39126,5488,1731,5488,1731,0,232
동보아파트,41056,4032,567,4032,567,0,148
동보아파트,41063,741,3537,741,3537,0,138
동보아파트,41136,421,1057,414,1057,7,47
동보아파트,41143,12815,16716,12769,16716,46,952
동보아파트,70040,370,636,360,636,10,32
동보아파트후문,41129,1269,322,1265,322,4,51
동부아파트,36051,5532,1002,5475,1002,57,210
동부아파트,36052,1379,2614,1364,2614,15,128
동부아파트,37192,547,495,547,495,0,33
동산고,36018,11605,3515,11588,3515,17,487
동산고등학교,36021,4903,11327,4892,11327,11,523
동산교회,36010,1878,2867,1875,2867,3,153
동산교회,36012,3029,3715,3023,3715,6,217
동산교회,90303,3,5,3,5,0,0
동산리마을회관,90302,15,7,15,7,0,0
동산리입구,90291,8,9,8,9,0,0
동산중고등학교(인천재능대정문),36029,7313,957,7311,957,2,266
동산휴먼시아2단지,36022,2748,526,2745,526,3,105
동산휴먼시아2단지,36023,1044,4314,1042,4314,2,172
동서식품,40623,2614,2464,2606,2464,8,163
